platform,verdict,app,bundle_id,source,occurrences,reasons
Roku,no,Likenastya 624734 Costa Rica Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Likenastya 624734 Dominican Republic Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Likenastya 624734 Germany Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Likenastya 624734 Ghana Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Likenastya 624734 Guam Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Likenastya 624734 Guatemala Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Likenastya 624734 Ireland Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Likenastya 624734 Japan Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Likenastya 624734 Korea  Republic of Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Likenastyaespaol 624734 Malaysia Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Likenastyaespaol 624734 Mexico Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Likenastyaespaol 624734 Netherlands Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Likenastyaespaol 624734 Nicaragua Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Live Tv 624734 Panama Roku CTV not clickable https://,play.google.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID | app-name pattern suggests FAST/24h channel → SSAI typical"
Roku,no,Live Tv 624734 Peru Roku CTV not clickable https://,play.google.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID | app-name pattern suggests FAST/24h channel → SSAI typical"
Roku,no,Live Tv 624734 Philippines Roku CTV not clickable https://,play.google.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID | app-name pattern suggests FAST/24h channel → SSAI typical"
Roku,no,Live Tv 624734 Puerto Rico Roku CTV not clickable https://,play.google.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID | app-name pattern suggests FAST/24h channel → SSAI typical"
Roku,no,Live Tv 624734 Singapore Roku CTV not clickable https://,play.google.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID | app-name pattern suggests FAST/24h channel → SSAI typical"
Roku,no,Live Tv 624734 Venezuela Roku CTV not clickable https://,play.google.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID | app-name pattern suggests FAST/24h channel → SSAI typical"
Roku,no,Live Tv 624734 Virgin Islands  British Roku CTV not clickable https://,play.google.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID | app-name pattern suggests FAST/24h channel → SSAI typical"
Roku,no,Live Tv 814430 United States Roku CTV not clickable https://,play.google.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID | app-name pattern suggests FAST/24h channel → SSAI typical"
Roku,no,Live Tv 814430 Mexico Roku CTV not clickable https://,play.google.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID | app-name pattern suggests FAST/24h channel → SSAI typical"
Roku,no,Live Tv 814430 Brazil Roku CTV not clickable https://,play.google.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID | app-name pattern suggests FAST/24h channel → SSAI typical"
Roku,no,Live Tv 814430 Guatemala Roku CTV not clickable https://,play.google.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID | app-name pattern suggests FAST/24h channel → SSAI typical"
Roku,no,Live Tv 814430 Chile Roku CTV not clickable https://,play.google.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID | app-name pattern suggests FAST/24h channel → SSAI typical"
Roku,no,Live Tv 814430 Canada Roku CTV not clickable https://,play.google.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID | app-name pattern suggests FAST/24h channel → SSAI typical"
Roku,no,Live Tv 814430 Puerto Rico Roku CTV not clickable https://,play.google.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID | app-name pattern suggests FAST/24h channel → SSAI typical"
Roku,no,Live Tv 814430 Costa Rica Roku CTV not clickable https://,play.google.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID | app-name pattern suggests FAST/24h channel → SSAI typical"
TCL,unlikely,Local 3 News,com.tcl.livetv,WURL,1,"TCL ships both Roku TV (no SIMID) and Google TV (yes SIMID) variants; depends on model | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
TCL,unlikely,Localnow,com.tcl.livetv,WURL,1,"TCL ships both Roku TV (no SIMID) and Google TV (yes SIMID) variants; depends on model | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
TCL,maybe,Man Plus River,com.tcl.livetv,Playwork,1,"TCL ships both Roku TV (no SIMID) and Google TV (yes SIMID) variants; depends on model"
TCL,maybe,Marko Terzo,com.tcl.livetv,Playwork,1,"TCL ships both Roku TV (no SIMID) and Google TV (yes SIMID) variants; depends on model"
TCL,maybe,Matthewsantoro,com.tcl.livetv,Playwork,1,"TCL ships both Roku TV (no SIMID) and Google TV (yes SIMID) variants; depends on model"
Fire TV,yes,Matthewsantoro,B083JPC3DQ,Playwork,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Fire TV,yes,Mau Mcmahon,B01E7YW2EG,Playwork,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Vizio,maybe,Mau Mcmahon,vizio.local-now,Playwork,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Vizio,maybe,Mau Mcmahon,com.vizio.lol_surprise,Playwork,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Rogers,unlikely,Mau Mcmahon,com.rogers.lol_surprise,Playwork,1,"Cable STB; usually SSAI"
Videotron,unlikely,Mau Mcmahon,com.videotron.lol_surprise,Playwork,1,"Cable STB; usually SSAI"
TCL,maybe,,com.tcl.magiconnectfree,,1,"TCL ships both Roku TV (no SIMID) and Google TV (yes SIMID) variants; depends on model"
Comcast,unlikely,,com.comcast.man_plus_river,,1,"Xfinity X1 set-top box runs custom RDK runtime; usually SSAI"
Roku,no,747506 United States Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Vizio,maybe,,vizio.man,,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Comcast,unlikely,,com.comcast.marko_terzo,,1,"Xfinity X1 set-top box runs custom RDK runtime; usually SSAI"
Roku,no,596395 United States Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Comcast,unlikely,,com.comcast.matthewsantoro,,1,"Xfinity X1 set-top box runs custom RDK runtime; usually SSAI"
Roku,no,613341 United States Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,613341 Canada Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,814343 United States Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Vizio,maybe,Maumcmahon,vizio.mau_mcmahon,Playwork,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Roku,no,Maumcmahon 814343 Mexico Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Maumcmahon 814343 Canada Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Maumcmahon 814343 Colombia Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Maumcmahon 814343 Guatemala Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Maverickblackcinema 814343 Costa Rica Roku CTV not clickable https://,channelstore.roku.com,WURL,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Roku,no,Meenyu 814343 Argentina Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Meenyu 814343 Puerto Rico Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Meenyu 814343 El Salvador Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Vizio,maybe,Meenyu,vizio.mau_mcmahon,Playwork,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Vizio,maybe,Meenyu,vizio.maverickblackcinema,Playwork,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Comcast,unlikely,Meenyu,com.comcast.meenyu,Playwork,1,"Xfinity X1 set-top box runs custom RDK runtime; usually SSAI"
Cox,unlikely,Meenyu,com.cox.meenyu,Playwork,1,"Cable STB; usually SSAI"
Roku,no,Meenyu 772016 United States Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Vizio,maybe,Meenyu,vizio.meenyu,Playwork,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Samsung,unlikely,Megogo Tv & Movies,com.samsung.meenyu,WURL,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead | app-name pattern suggests FAST/24h channel → SSAI typical | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Roku,no,772016 Canada Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,772016 Mexico Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,772016 Brazil Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,772016 Colombia Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Vizio,maybe,,vizio.meenyu,,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Rogers,unlikely,,com.rogers.meenyu,,1,"Cable STB; usually SSAI"
Samsung,maybe,G00023178028 United States Samsung CTV https://,www.samsung.com,,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Samsung,maybe,G00023178028 Canada Samsung CTV https://,www.samsung.com,,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Roku,no,794391 United States Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
LG,maybe,Milo And Chip 1269601 Argentina LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Milo And Chip 1269601 Australia LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Milo And Chip 1269601 Azerbaijan LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Milo And Chip 1269601 Bahrain LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Milo And Chip 1269601 Belgium LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Milo And Chip 1269601 Brazil LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Milo And Chip 1269601 Bulgaria LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Milo And Chip 1269601 Burkina Faso LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Milo And Chip 1269601 Canada LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Milo And Chip 1269601 Chile LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Milo And Chip 1269601 Colombia LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Milo And Chip 1269601 Czech Republic LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Milo And Chip 1269601 Denmark LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Milo And Chip 1269601 Dominican Republic LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Milo And Chip 1269601 Egypt LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Milo And Chip 1269601 Estonia LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Milo And Chip 1269601 Ethiopia LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Milo And Chip 1269601 Finland LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Milo And Chip 1269601 Germany LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Milo And Chip 1269601 Ghana LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Milo And Chip 1269601 Greece LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Milo And Chip 1269601 Guatemala LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Milo And Chip 1269601 Honduras LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Milo And Chip 1269601 Hong Kong LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Milo And Chip 1269601 India LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Milo And Chip 1269601 Indonesia LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Milo And Chip 1269601 Iraq LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Milo And Chip 1269601 Ireland LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Milo And Chip 1269601 Israel LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Milo And Chip 1269601 Italy LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Milo And Chip 1269601 Kenya LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Milo And Chip 1269601 Kuwait LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Milo And Chip 1269601 Lebanon LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Milo And Chip 1269601 Malaysia LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1269601 Mexico LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1269601 Morocco LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
